ProductId;LocalOrderCode;HasGraphicalItem;Description;Price;DiscountFamilyGroup;UnitOfMeasure
1SDA075973R1;1SDA075973R1;0;AUX 3Q 400VAC + 3Q 24VDC E2.2...E6.2;672;BreakerDiscount;pcs
1SDA073751R1;1SDA073751R1;0;AUX 4Q 24VDC E1.2;1401;BreakerDiscount;pcs
1SDA073754R1;1SDA073754R1;0;AUX 4Q 24VDC E2.2...E6.2;1570;BreakerDiscount;pcs
1SDA073750R1;1SDA073750R1;0;AUX 4Q 400V E1.2;1591;BreakerDiscount;pcs
1SDA073753R1;1SDA073753R1;0;AUX 4Q 400VAC E2.2...E6.2;1330;BreakerDiscount;pcs
1SDA073757R1;1SDA073757R1;0;AUX 6Q 24VDC E2.2...E6.2;1733;BreakerDiscount;pcs
1SDA073756R1;1SDA073756R1;0;AUX 6Q 400VAC E2.2...E6.2;2261;BreakerDiscount;pcs
1SDA051368R1;1SDA051368R1;0;AUX T1...T6 1Q 1SY;453;BreakerDiscount;pcs
1SDA051369R1;1SDA051369R1;0;AUX T1...T6 3Q 1SY;1026;BreakerDiscount;pcs
1SDA054914R1;1SDA054914R1;0;AUX T1...T6 3Q 1SY 24 Vdc;1908;BreakerDiscount;pcs
1SDA069085R1;1SDA069085R1;0;AUX T1...T6/ML 1Q 1SY;2333;BreakerDiscount;pcs
1SDA068797R1;1SDA068797R1;0;AUX T4-T5-T6 1Q 1SY 24 Vdc;1803;BreakerDiscount;pcs
1SDA062103R1;1SDA062103R1;0;AUX T7 1Q + 1SY 24Vd.c.;2358;BreakerDiscount;pcs
1SDA062104R1;1SDA062104R1;0;AUX T7 1Q + 1SY 400Va.c.;615;BreakerDiscount;pcs
1SDA062101R1;1SDA062101R1;0;AUX T7-T7M-X1 2Q 24Vd.c.;1185;BreakerDiscount;pcs
1SDA062102R1;1SDA062102R1;0;AUX T7-T7M-X1 2Q 400Va.c.;2932;BreakerDiscount;pcs
1SDA080792R1;1SDA080792R1;0;AUX T7M 2Q 24Vd.c. + 2Q 400Vd.c.;2743;BreakerDiscount;pcs
1SDA051370R1;1SDA051370R1;0;AUX-C T1-T2-T3 1Q 1SY;2771;BreakerDiscount;pcs
1SDA051371R1;1SDA051371R1;0;AUX-C T1-T2-T3 3Q 1SY;764;BreakerDiscount;pcs
1SDA055361R1;1SDA055361R1;0;AUX-C T1-T2-T3 3Q 1SY 24 Vdc;2617;BreakerDiscount;pcs
1SDA063763R1;1SDA063763R1;0;AUX-C T1-T2-T3 3Q 1SY CABLES UL/CSA L=2M;1615;BreakerDiscount;pcs
1SDA064294R1;1SDA064294R1;0;AUX-C T1-T2-T3 UL 3Q 1SY 24Vdc TRACT.USE;1760;BreakerDiscount;pcs
1SDA053704R1;1SDA053704R1;0;AUX-C T2 1Q 1SY 1S51 - PR221;2479;BreakerDiscount;pcs
1SDA055504R1;1SDA055504R1;0;AUX-C T2 2Q 1SY - PR221;586;BreakerDiscount;pcs
1SDA066075R1;1SDA066075R1;0;AUX-C T4-T5-T6 1Q 1SY 24 Vdc;2574;BreakerDiscount;pcs
1SDA054910R1;1SDA054910R1;0;AUX-C T4-T5-T6 1Q 1SY 250 Vac/dc;1980;BreakerDiscount;pcs
1SDA064295R1;1SDA064295R1;0;AUX-C T4-T5-T6 1Q 1SY 250Vac/dc TRAC.USE;1221;BreakerDiscount;pcs
1SDA054912R1;1SDA054912R1;0;AUX-C T4-T5-T6 1Q 1SY 400 Vac;130;BreakerDiscount;pcs
1SDA081813R1;1SDA081813R1;0;AUX-C T4-T5-T6 2Q 24Vdc 1Q+1SY 250Vac/dc;348;BreakerDiscount;pcs
1SDA054913R1;1SDA054913R1;0;AUX-C T4-T5-T6 2Q 400 Vac;2674;BreakerDiscount;pcs
1SDA054915R1;1SDA054915R1;0;AUX-C T4-T5-T6 3Q 1SY 24 Vdc;844;BreakerDiscount;pcs
1SDA054911R1;1SDA054911R1;0;AUX-C T4-T5-T6 3Q 1SY 250 Vac/dc;2716;BreakerDiscount;pcs
1SDA064297R1;1SDA064297R1;0;AUX-C T4-T5-T6 UL 3Q 1SY 24 Vdc TRAC.USE;2709;BreakerDiscount;pcs
1SDA070354R1;1SDA070354R1;0;AUX-C T4-T5-T6/ML 3Q 1SY 24 Vdc;2310;BreakerDiscount;pcs
1SDA054916R1;1SDA054916R1;0;AUX-E-C 1Q 1SY T4-T5 >INTEL.x SER.COMM.;1212;BreakerDiscount;pcs
1SDA064161R1;1SDA064161R1;0;AUX-E-C 1Q 1SY T6 >INTEL.x SER.COMM.;2782;BreakerDiscount;pcs
1SDA054917R1;1SDA054917R1;0;AUX-MOE-C T4-T5-T6 1Q x SIGN.MAN-AUT MOE;1467;BreakerDiscount;pcs
1SDA062108R1;1SDA062108R1;0;AUX-RTC T7M-X1 24Vd.c. CONS.CLOSING;1232;BreakerDiscount;pcs
1SDA062109R1;1SDA062109R1;0;AUX-RTC T7M-X1 250Va.c./d.c.CONS.CLOSING;1391;BreakerDiscount;pcs
1SDA064518R1;1SDA064518R1;0;AUX-SA T4-T5 1S51 NC FOR PR221-222-222MP;113;BreakerDiscount;pcs
1SDA055050R1;1SDA055050R1;0;AUX-SA T4-T5 1S51 NO FOR PR221-222-222MP;2571;BreakerDiscount;pcs
1SDA060393R1;1SDA060393R1;0;AUX-SA T6 1 S51 FOR PR221-222-223;2786;BreakerDiscount;pcs
1SDA066099R1;1SDA066099R1;0;AUX-SA T7 1 S51 24Vd.c.;1248;BreakerDiscount;pcs
1SDA062105R1;1SDA062105R1;0;AUX-SA T7 1 S51 250Va.c.;2465;BreakerDiscount;pcs
1SDA063553R1;1SDA063553R1;0;AUX-SA T7M-X1 1 S51 250Va.c.;855;BreakerDiscount;pcs
1SDA062106R1;1SDA062106R1;0;AUX-SC T7M-X1 24Vd.c. SPRINGS CHARGED;2719;BreakerDiscount;pcs
1SDA062107R1;1SDA062107R1;0;AUX-SC T7M-X1 250Vac/dc SPRINGS CHARGED;2777;BreakerDiscount;pcs
1SDA073847R1;1SDA073847R1;0;AUX15Q SUPPL.24Vdc W/FP Ins/Test E2-E6.2;2280;BreakerDiscount;pcs
1SDA073846R1;1SDA073846R1;0;AUX15Q SUPPL.400Vac W/FP Ins/TestE2-E6.2;145;BreakerDiscount;pcs
1SDA063141R1;1SDA063141R1;0;BACKPLANE WITH ADAPTER x PR331-PR332 T7;2840;BreakerDiscount;pcs
1SDA063142R1;1SDA063142R1;0;BACKPLANE WITH ADAPTER x PR33x T7M-X1;195;BreakerDiscount;pcs
1STQ002262B0000;PDNB1816;1;Blind door IP65 without lever H=1800mm W=1000mm;632;EnclosuresDiscount;pcs
1STQ002263B0000;PDNB1826;1;Blind door IP65 without lever H=1800mm W=250mm;979;EnclosuresDiscount;pcs
1STQ002264B0000;PDNB1856;1;Blind door IP65 without lever H=1800mm W=500mm;649;EnclosuresDiscount;pcs
1STQ002265B0000;PDNB1876;1;Blind door IP65 without lever H=1800mm W=750mm;124;EnclosuresDiscount;pcs
1STQ002266B0000;PDNB2116;1;Blind door IP65 without lever H=2100mm W=1000mm;604;EnclosuresDiscount;pcs
1STQ002267B0000;PDNB2126;1;Blind door IP65 without lever H=2100mm W=250mm;340;EnclosuresDiscount;pcs
1STQ002268B0000;PDNB2156;1;Blind door IP65 without lever H=2100mm W=500mm;684;EnclosuresDiscount;pcs
1STQ002269B0000;PDNB2176;1;Blind door IP65 without lever H=2100mm W=750mm;543;EnclosuresDiscount;pcs
1STQ007352A0000;PDLB8126;1;Blind double door IP65 without lever H=1800mm W=500mm;777;EnclosuresDiscount;pcs
1STQ002271B0000;PDNB8506;1;Blind double door IP65 without lever H=1800mm W=500mm;422;EnclosuresDiscount;pcs
1STQ002270B0000;PDNB8406;1;Blind double door IP65 without lever H=1800mm W=750mm;732;EnclosuresDiscount;pcs
1STQ002258B0000;PDLB1126;1;Blind double door IP65 without lever H=2100mm W=500mm;497;EnclosuresDiscount;pcs
1STQ002261B0000;PDNB1506;1;Blind double door IP65 without lever H=2100mm W=500mm;116;EnclosuresDiscount;pcs
1STQ002260B0000;PDNB1406;1;Blind double door IP65 without lever H=2100mm W=700mm;749;EnclosuresDiscount;pcs
1STQ009178A0000;PTBB1026;1;Blind Top/Bottom panel W=1000mm D=200mm Pickled sheet steel with IP65 gasket;843;EnclosuresDiscount;pcs
1STQ007099A0000;PTBB1036;1;Blind Top/Bottom panel W=1000mm D=300mm Pickled sheet steel with IP65 gasket;706;EnclosuresDiscount;pcs
1STQ007100A0000;PTBB1056;1;Blind Top/Bottom panel W=1000mm D=500mm Pickled sheet steel with IP65 gasket;614;EnclosuresDiscount;pcs
1STQ007101A0000;PTBB1076;1;Blind Top/Bottom panel W=1000mm D=700mm Pickled sheet steel with IP65 gasket;753;EnclosuresDiscount;pcs
1STQ009153A0000;PTBB1220;1;Blind Top/Bottom panel W=1250mm D=200mm Pickled sheet steel with IP65 gasket;765;EnclosuresDiscount;pcs
1STQ002294B0000;PTBB1236;1;Blind Top/Bottom panel W=1250mm D=300mm Pickled sheet steel with IP65 gasket;648;EnclosuresDiscount;pcs
1STQ002295B0000;PTBB1256;1;Blind Top/Bottom panel W=1250mm D=500mm Pickled sheet steel with IP65 gasket;700;EnclosuresDiscount;pcs
1STQ002296B0000;PTBB1276;1;Blind Top/Bottom panel W=1250mm D=700mm Pickled sheet steel with IP65 gasket;176;EnclosuresDiscount;pcs
1STQ001270B0000;PTBB2526;1;Blind Top/Bottom panel W=250mm D=200mm Pickled sheet steel with IP65 gasket;719;EnclosuresDiscount;pcs
1STQ007071A0000;PTBB2536;1;Blind Top/Bottom panel W=250mm D=300mm Pickled sheet steel with IP65 gasket;981;EnclosuresDiscount;pcs
1STQ007072A0000;PTBB2556;1;Blind Top/Bottom panel W=250mm D=500mm Pickled sheet steel with IP65 gasket;462;EnclosuresDiscount;pcs
1STQ007073A0000;PTBB2576;1;Blind Top/Bottom panel W=250mm D=700mm Pickled sheet steel with IP65 gasket;455;EnclosuresDiscount;pcs
1STQ001284B0000;PTBB5026;1;Blind Top/Bottom panel W=500mm D=200mm Pickled sheet steel with IP65 gasket;191;EnclosuresDiscount;pcs
1STQ001285B0000;PTBB5036;1;Blind Top/Bottom panel W=500mm D=300mm Pickled sheet steel with IP65 gasket;599;EnclosuresDiscount;pcs
1STQ007084A0000;PTBB5056;1;Blind Top/Bottom panel W=500mm D=500mm Pickled sheet steel with IP65 gasket;381;EnclosuresDiscount;pcs
1STQ007085A0000;PTBB5076;1;Blind Top/Bottom panel W=500mm D=700mm Pickled sheet steel with IP65 gasket;626;EnclosuresDiscount;pcs
1STQ001303B0000;PTBB7526;1;Blind Top/Bottom panel W=750mm D=200mm Pickled sheet steel with IP65 gasket;281;EnclosuresDiscount;pcs
1STQ007091A0000;PTBB7536;1;Blind Top/Bottom panel W=750mm D=300mm Pickled sheet steel with IP65 gasket;685;EnclosuresDiscount;pcs
1STQ007092A0000;PTBB7556;1;Blind Top/Bottom panel W=750mm D=500mm Pickled sheet steel with IP65 gasket;997;EnclosuresDiscount;pcs
1STQ007093A0000;PTBB7576;1;Blind Top/Bottom panel W=750mm D=700mm Pickled sheet steel with IP65 gasket;621;EnclosuresDiscount;pcs
1SDA055409R1;1SDA055409R1;0;BLOCK FOR KIT R T2 1pcs;1086;BreakerDiscount;pcs
1SDA055410R1;1SDA055410R1;0;BLOCK FOR KIT R T3 1pcs;2689;BreakerDiscount;pcs
1SDA058531R1;1SDA058531R1;0;BLOCK FOR KIT R T4 1pcs;1829;BreakerDiscount;pcs
1STQ000956A0000;EV1008;0;Box with double tab insert in plastic with key for inner door (Nema TYPE 12);739;EnclosuresDiscount;pcs
1SDA058259R1;1SDA058259R1;0;BT030-USB WIRE.EXT.MOD.BLU.E1/6-T4.T8-X1;2761;BreakerDiscount;pcs
1SDA081115R1;1SDA081115R1;0;Bulk_Frame-K Extend Terminal Qty 500;116;BreakerDiscount;pcs
1SDA081117R1;1SDA081117R1;0;Bulk_Frame-K FCCu 2x2/0-250 Qty 100;887;BreakerDiscount;pcs
1SDA081118R1;1SDA081118R1;0;Bulk_Frame-K FCCuAl 2x2/0-250 Qty 100;474;BreakerDiscount;pcs
1SDA081116R1;1SDA081116R1;0;"Bulk_Frame-K..N PhaseBar 3.94"" Qty 250";2729;BreakerDiscount;pcs
1SDA081119R1;1SDA081119R1;0;Bulk_Frame-MTC Cardboard Qty 1000;2685;BreakerDiscount;pcs
2CPX067909R9999;ZX522;0;Busbar centre spacing 100 mm/185 mm For Cu busbars 30 x 10 mm up to 100 x 10 mm;454;EnclosuresDiscount;pcs
1SDA081651R1;1SDA081651R1;1;Cable adapter kits for New Emax Tmax T7 Emax X1;1925;BreakerDiscount;pcs
1SDA081652R1;1SDA081652R1;1;Cable adapter kits for Tmax T;1242;BreakerDiscount;pcs
1SDA073881R1;1SDA073881R1;1;Cable interlock A - HR E1.2...E6.2;1089;BreakerDiscount;pcs
1SDA073885R1;1SDA073885R1;1;Cable interlock A - VR E1.2...E6.2;2547;BreakerDiscount;pcs
1SDA073882R1;1SDA073882R1;1;Cable interlock B C D - HR E2.2...E6.2;1458;BreakerDiscount;pcs
1SDA073886R1;1SDA073886R1;1;Cable interlock B C D - VR E2.2...E6.2;765;BreakerDiscount;pcs
1SDA076244R1;1SDA076244R1;1;Cavi prese tensione neutro dx E1.2;1541;BreakerDiscount;pcs
1SDA076245R1;1SDA076245R1;1;Cavi prese tensione neutro dx E2.2;1793;BreakerDiscount;pcs
1SDA076246R1;1SDA076246R1;1;Cavi prese tensione neutro dx E4.2;476;BreakerDiscount;pcs
1SDA076247R1;1SDA076247R1;1;Cavi prese tensione neutro dx E6.2;208;BreakerDiscount;pcs
1SDA062168R1;1SDA062168R1;1;CENTRAL SLIDING CONTAC.FP C.BR.T7-T7M-X1;2005;BreakerDiscount;pcs
1SDA062165R1;1SDA062165R1;1;CENTRAL SLIDING CONTAC.MP C.BR.T7-T7M-X1;2627;BreakerDiscount;pcs
1SDA038325R1;1SDA038325R1;1;CLOSING SPRING ELECTR.INDICATION E1/6;1089;BreakerDiscount;pcs
1SDA065821R1;1SDA065821R1;1;CLOSING SPRING ELECTR.INDICATION T8;2295;BreakerDiscount;pcs
1SDA070249R1;1SDA070249R1;1;COMANDO A MOTORE T7M-X1/ML 220-250Vac/dc;2445;BreakerDiscount;pcs
2CPX041729R9999;MBB218;1;CombiLine blind panel 450x500 (HxW);690;EnclosuresDiscount;pcs
2CPX041730R9999;MBB318;1;CombiLine blind panel 450x750 (HxW);161;EnclosuresDiscount;pcs
2CPX041732R9999;MBB219;1;CombiLine blind panel 600x500 (HxW);680;EnclosuresDiscount;pcs
2CPX041733R9999;MBB319;1;CombiLine blind panel 600x750 (HxW);363;EnclosuresDiscount;pcs
2CPX041735R9999;MBB220;1;CombiLine blind panel 750x500 (HxW);100;EnclosuresDiscount;pcs
2CPX041736R9999;MBB320;1;CombiLine blind panel 750x750 (HxW);804;EnclosuresDiscount;pcs
1STQ009354A0000;PBCM0004;0;CombiLine fixing set;950;EnclosuresDiscount;pcs
2CPX050002R9999;MBE2402;1;CombiLine panel for E1.2 600x500 (HxW);557;EnclosuresDiscount;pcs
2CPX050003R9999;MBE2403;1;CombiLine panel for E2.2 600x500 (HxW);137;EnclosuresDiscount;pcs
2CPX050004R9999;MBE2504;1;CombiLine panel for InLine II 750x500 (HxW);559;EnclosuresDiscount;pcs
2CPX050005R9999;MBE2505;1;CombiLine panel for InLine II 750x750 (HxW);719;EnclosuresDiscount;pcs
2CPX050001R9999;MBE2401;1;CombiLine panel for T7 600x500 (HxW);543;EnclosuresDiscount;pcs
1STQ009928A0000;PCTG1810;0;CombiLine touch guard profile IP20 H=1800mm W=1000mm;272;EnclosuresDiscount;pcs
1STQ001319B0000;PCTG1812;0;CombiLine touch guard profile IP20 H=1800mm W=1250mm;685;EnclosuresDiscount;pcs
1STQ009368A0000;PCTG1825;0;CombiLine touch guard profile IP20 H=1800mm W=250mm;667;EnclosuresDiscount;pcs
1STQ009406A0000;PCTG1850;0;CombiLine touch guard profile IP20 H=1800mm W=500mm;334;EnclosuresDiscount;pcs
1STQ009385A0000;PCTG1875;0;CombiLine touch guard profile IP20 H=1800mm W=750mm;764;EnclosuresDiscount;pcs
1STQ002253B0000;PCTG2110;0;CombiLine touch guard profile IP20 H=2100mm W=1000mm;220;EnclosuresDiscount;pcs
1STQ002254B0000;PCTG2112;0;CombiLine touch guard profile IP20 H=2100mm W=1250mm;475;EnclosuresDiscount;pcs
1STQ002255B0000;PCTG2125;0;CombiLine touch guard profile IP20 H=2100mm W=250mm;288;EnclosuresDiscount;pcs
1STQ002256B0000;PCTG2150;0;CombiLine touch guard profile IP20 H=2100mm W=500mm;173;EnclosuresDiscount;pcs
1STQ002257B0000;PCTG2175;0;CombiLine touch guard profile IP20 H=2100mm W=750mm;585;EnclosuresDiscount;pcs
1SDA079781R1;1SDA079781R1;1;COMPART.DOOR INTERLO.DEV. DIR. E1.2 W FP;1755;BreakerDiscount;pcs
1SDA062159R1;1SDA062159R1;1;COMPART.DOOR INTERLO.DEV.CABLE T7M-X1;1570;BreakerDiscount;pcs
1SDA079780R1;1SDA079780R1;1;COMPART.DOOR INTERLO.DEV.DIR. E1.2 FLO.F;2366;BreakerDiscount;pcs
1SDA079779R1;1SDA079779R1;1;COMPART.DOOR INTERLO.DEV.DIR. E1.2 WAL F;2433;BreakerDiscount;pcs
1SDA063724R1;1SDA063724R1;1;COMPART.DOOR INTERLO.DEV.T7-T7M-X1 W FP;1935;BreakerDiscount;pcs
1SDA063723R1;1SDA063723R1;1;COMPART.DOOR INTERLO.DEV.T7M-X1 FLO.F;2986;BreakerDiscount;pcs
1SDA063722R1;1SDA063722R1;1;COMPART.DOOR INTERLO.DEV.T7M-X1 WAL F;1953;BreakerDiscount;pcs
1SDA055273R1;1SDA055273R1;1;CONNECTOR 3pin SOR2-C ADDIT. T4-T5-T6;477;BreakerDiscount;pcs
1SDA063510R1;1SDA063510R1;1;CONNECTOR PLUG 10pin V>300V WIR.MOE T4-5;536;BreakerDiscount;pcs
1SDA051362R1;1SDA051362R1;1;CONNECTORS PLUG-SOCKET 12PIN T1...T6;2074;BreakerDiscount;pcs
1SDA051364R1;1SDA051364R1;1;CONNECTORS PLUG-SOCKET 3PIN T1...T6;1686;BreakerDiscount;pcs
1SDA051363R1;1SDA051363R1;1;CONNECTORS PLUG-SOCKET 6PIN T1...T6;1450;BreakerDiscount;pcs
1SDA060392R1;1SDA060392R1;1;CONNETTORE 3pin SOR2-C SUPPL. T6;2264;BreakerDiscount;pcs
1SDA065845R1;1SDA065845R1;1;CURR.SENS.NE.EXT In=1000...3200A T8;2546;BreakerDiscount;pcs
1SDA063159R1;1SDA063159R1;1;CURR.SENS.NE.EXT In=400..1600A T7-T7M-X1;1375;BreakerDiscount;pcs
1SDA066055R1;1SDA066055R1;1;DEMO UNIT PR331/P-PR333/P T7-X1;176;BreakerDiscount;pcs
1SDA081094R1;1SDA081094R1;1;DIALOGO Ekip E-LSIG MOD.T5 (EXTR);768;BreakerDiscount;pcs
1SDA055066R1;1SDA055066R1;1;DIALOGUE PR222DS/PD-LSI MOD.T4-5-6 (EXT);170;BreakerDiscount;pcs
1SDA055067R1;1SDA055067R1;1;DIALOGUE PR222DS/PD-LSIG MOD.T4-5-6(EXT);172;BreakerDiscount;pcs
1SDA073850R1;1SDA073850R1;1;DLC Interblocco porta a cavi E1.2;2739;BreakerDiscount;pcs
1SDA073852R1;1SDA073852R1;1;DLC Interblocco porta a cavi E2.2...E6.2;380;BreakerDiscount;pcs
1SDA073851R1;1SDA073851R1;1;DLC Interblocco porta diretto E1.2;2791;BreakerDiscount;pcs
1SDA081033R1;1SDA081033R1;1;DLC Interlock cable door E1.2 F FLOOR;1361;BreakerDiscount;pcs
1SDA081032R1;1SDA081032R1;1;DLC Interlock cable door E1.2 F WALL;1193;BreakerDiscount;pcs
1SDA081034R1;1SDA081034R1;1;DLC Interlock cable door E1.2 W FP;972;BreakerDiscount;pcs
1SDA073853R1;1SDA073853R1;1;DLC Interlock direct door E2.2?ÇªE6.2;194;BreakerDiscount;pcs
